,id,location,created_at,username,,following,followers,retweetcount,favorite,text
2723,1.57E+18,,9/23/22 0:14,windmilldemon,,0,116,0,6,"@DrOz And, I thought pyramid schemes (multilevel marketing) was illegal. Silly me. How much did you rake in for that keynote speech. Mehmet? 

https://t.co/INE4iD5Xg7"
2724,1.57E+18,"warrior mark, pa",9/23/22 0:12,dmstoicovy,,4082,1286,10,0,"""The time between the end of voting &amp; the release of unofficial results 'is one of the most precarious time periods for the spread of election myths &amp; disinformation.'"" PA was an epicenter of misinformation in 2022. Election officials begged for a solution
https://t.co/M0wXr7K6mq"
2725,1.57E+18,"new jersey, usa",9/23/22 0:12,HOMERUNKNGPICKS,,91,501,0,0,@JacobRubashkin The race for the Senate likely comes down to 2 states: GA and NV.  Dems need one to hold Senate (picking up PA).  Rs need both.
2726,1.57E+18,"fairfax, va",9/23/22 0:04,ElliotEBK,,990,1089,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2727,1.57E+18, smalltown  dc - eckington,9/23/22 0:04,lvertiz,,4078,489,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2728,1.57E+18,"san diego, ca",9/23/22 0:01,kevc1980,,2325,903,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2729,1.57E+18,usa,9/23/22 0:00,ThirdWorldBS,,1393,839,4,10,"Democrat PA U.S. Senate candidate @JohnFetterman once again appeared incoherent after giving a five-minute speech in Indiana County.

Similar to his previous mishaps, he again confused Washington D.C. with New Jersey.

He also said,""Send us back to New Jersey."" Sadly incoherent! https://t.co/BnpDKw5Nc7"
2730,1.57E+18,,9/22/22 23:59,burnnie12,,296,203,7,0,@DrOz Dr Quackenstein should produce his income tax returns for the last 5 years. What about all your scams Ozzy? https://t.co/1rTvRcDYi6
2731,1.57E+18,"glassboro, nj",9/22/22 23:57,WriterChickNJ,,2470,1575,13,0,"https://t.co/uyOGI9VgWv 

Fetterman 49 
Oz 45

Shapiro 53
Mastriano 42

New Muehlenberg poll dropped for #PASen #PAGov 

N=420 Likely Voters 
MOE +/- 6"
2732,1.57E+18,,9/22/22 23:54,kendalllllbaaby,,251,159,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2733,1.57E+18, bigcity ,9/22/22 23:54,gwynethshaw,,271,495,13,0,"https://t.co/uyOGI9VgWv 

Fetterman 49 
Oz 45

Shapiro 53
Mastriano 42

New Muehlenberg poll dropped for #PASen #PAGov 

N=420 Likely Voters 
MOE +/- 6"
2734,1.57E+18," fix the gop, scotus, gun laws",9/22/22 23:52,ColleenLarkin10,,2760,2773,7,0,@DrOz Dr Quackenstein should produce his income tax returns for the last 5 years. What about all your scams Ozzy? https://t.co/1rTvRcDYi6
2735,1.57E+18,,9/22/22 23:51,Eternal4201,,1658,1173,0,0,"@SandraC29529944 @JohnFetterman Seriously, stop letting others and leftists tell you what to think.
https://t.co/RzV9Zt4qGC"
2736,1.57E+18, smalltown  dc,9/22/22 23:48,cbudoffbrown,,5648,25452,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2737,1.57E+18,"pennsylvania, usa",9/22/22 23:47,1stgenPatriot,,692,295,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2738,1.57E+18,pennsylvania,9/22/22 23:47,littleliberal,,2661,2537,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2739,1.57E+18,,9/22/22 23:47,BarbaraFederma3,,75,269,0,0,Herschel Walker thinks there are enough trees so why do we need climate change laws? Dr. Oz is concerned about the price of crudities as he sits in his New Jersey mansion running for the Senate in PA. These are just two examples. The GOP nowadays is out of touch with reality. https://t.co/scFnqDo3ry
2740,1.57E+18,"atlanta, ga",9/22/22 23:42,WannaBeLikMike,,1066,878,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2741,1.57E+18,"huntington beach, ca..surfcity",9/22/22 23:39,InSurfCity,,3357,2498,0,0,"RACIST
https://t.co/6E1T5oqCiR https://t.co/lclMTMUwnx"
2742,1.57E+18,"huntington beach, ca..surfcity",9/22/22 23:39,InSurfCity,,3357,2498,0,0,"@JohnFetterman RACIST
https://t.co/6E1T5oq4tj"
2743,1.57E+18,hoagie,9/22/22 23:38,bigstape,,3387,1205,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2744,1.57E+18,nj,9/22/22 23:38,bluenewjersey,,3117,866,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2745,1.57E+18,seattle |  bigcity ,9/22/22 23:34,honeymustrd4evr,,934,312,0,26,"@JohnFetterman - I'll take 'Charlatans and Fraudsters' for $500

- he's a washed up daytime TV host currently running for PA Senate for personal gain 

- WHO IS DR. OZ"
2746,1.57E+18,hong kong,9/22/22 23:34,HisonCheng,,376,8,0,0,"@ET_Californian PA senate, AZ gov"
2747,1.57E+18,florida,9/22/22 23:33,truebluesoxfan,,1925,677,7,18,@DrOz Dr Quackenstein should produce his income tax returns for the last 5 years. What about all your scams Ozzy? https://t.co/1rTvRcDYi6
2748,1.57E+18,"merriam, ks",9/22/22 23:30,JohnMCooper8,,2635,1580,4,0,".@JohnFetterman on rising costs of living: ""People are getting squeezed...making more stuff here in America would mean prices wouldn't spike every time there's a problem overseas."" - @JohnFetterman #TeamFetterman #MadeInAmerica #Fetterwomen https://t.co/9XSR1FWb4C"
2749,1.57E+18,"connecticut, usa",9/22/22 23:25,bruce_stauffer,,11820,13469,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2750,1.57E+18,,9/22/22 23:24,teamlollygag23,,1110,355,0,6,"@JohnFetterman Scraping the bottom of the barrel, arenâ€™t you? Canâ€™t stand on your record or policies so you stoop this low? PA doesnâ€™t want a squad member in the senate."
2751,1.57E+18,,9/22/22 23:23,poirieux_mae,,8498,8831,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2752,1.57E+18,"california, usa",9/22/22 23:20,PaxNostrum,,7059,9175,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2753,1.57E+18,,9/22/22 23:20,bluegeorge9,,122,44,0,0,"@rkenesky @NRSC_Rapid @DrOz @JohnFetterman But heâ€™ll vote against Biden, put guys like Ted Cruz and Rand Paul in charge of senate committees , and help pa industries like natural gas and Steel and the cracker plant"
2754,1.57E+18,"covina, ca",9/22/22 23:19,MelindaGorden12,,5000,4360,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2755,1.57E+18,,9/22/22 23:17,keyavakil,,4850,978,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2756,1.57E+18,she/her/ella,9/22/22 23:17,katiasportela,,3176,2877,4,0,".@JohnFetterman on rising costs of living: ""People are getting squeezed...making more stuff here in America would mean prices wouldn't spike every time there's a problem overseas."" - @JohnFetterman #TeamFetterman #MadeInAmerica #Fetterwomen https://t.co/9XSR1FWb4C"
2757,1.57E+18,mt,9/22/22 23:16,GailWaldby,,9711,8885,4,0,".@JohnFetterman on rising costs of living: ""People are getting squeezed...making more stuff here in America would mean prices wouldn't spike every time there's a problem overseas."" - @JohnFetterman #TeamFetterman #MadeInAmerica #Fetterwomen https://t.co/9XSR1FWb4C"
2758,1.57E+18,mexico city,9/22/22 23:15,alezetab,,2355,4569,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2759,1.57E+18,,9/22/22 23:15,SheevaAzma,,2937,1212,4,8,".@JohnFetterman on rising costs of living: ""People are getting squeezed...making more stuff here in America would mean prices wouldn't spike every time there's a problem overseas."" - @JohnFetterman #TeamFetterman #MadeInAmerica #Fetterwomen https://t.co/9XSR1FWb4C"
2760,1.57E+18," bigcity , pa",9/22/22 23:15,DavidBMunson,,350,165,0,2,"Very sad to hear. HB 140 would have legalized parking-protected bike lanes and was voted unanimously out of the PA house, but then the senate added language that has nothing to do with bike lanes in order to create a bill that would be unworkable for Pittsburgh and Philadelphia. https://t.co/DNR54BKe5k"
2761,1.57E+18,"florida, usa",9/22/22 23:15,Freevoter1st,,84,350,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2762,1.57E+18,chicago / philly,9/22/22 23:13,GiangiulioDavis,,797,347,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2763,1.57E+18,,9/22/22 23:13,WhiskeyChaser3,,179,12,0,0,Looking for evidence that there needs to be a viable 3rd party?  Look no further than the top PA Senate candidates. 2 bad options and 2 groups of people vowing to vote against the other side rather than for a candidate they believe in! #PaSenate
2764,1.57E+18,"san mateo county, california",9/22/22 23:12,lizditz,,10311,10252,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2765,1.57E+18,,9/22/22 23:12,ZeldaEnthusiast,,677,167,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2766,1.57E+18,"michigan, usa",9/22/22 23:12,CarrieSweet2017,,4759,5941,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2767,1.57E+18," bigcity , pa",9/22/22 23:11,TheJack91,,1045,941,7,0,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2768,1.57E+18,,9/22/22 23:09,Mike56329674,,355,200,0,1,@DrOz https://t.co/ykhxEJ5NFG
2769,1.57E+18," smalltown , d.c.",9/22/22 23:07,MeetThePress,,476,662157,7,14,"After attacking Pa. Democratic Senate nominee John Fetterman for buying his home from a family member, the Oz campaign defends its candidate's own arrangement.

@DashaBurns reports 
https://t.co/fMVmSlfxog"
2770,1.57E+18,"railton, pa",9/22/22 23:07,whdevreaux,,3112,758,48,0,"Asked Pat Toomey, the GOP senator from Pa., why he won't say if he'll support Doug Mastriano, his state's GOP gubernatorial nominee.

""I'm focused on the Senate race,"" he said repeatedly. 

Asked if he'd make his position known before November, Toomey told me: â€œWeâ€™ll see."""
2771,1.57E+18,meow island,9/22/22 23:05,meJust98492191,,1373,935,0,0,"@heyJoshDay_ @dougmastriano Hmm, Dougie you have been in the @PASenateGOP since 2019 what have you done? Remember PA is controlled by a @PAGOP Senate, and everything gets voted against."
2772,1.57E+18,,9/22/22 23:03,tapati,,4001,1287,352,0,"Most likely senate seats to flip (either from R to D or D to R):
â€”AZ (@CaptMarkKelly)
â€”CO (@MichaelBennet)
â€”FL (@valdemings)
â€”GA (@ReverendWarnock)
â€”NC (@CheriBeasleyNC)
â€”NH (@SenatorHassan)
â€”NV (@CortezMasto)
â€”OH (@TimRyan)
â€”PA (@JohnFetterman)
â€”WI (@TheOtherMandela)"
2773,1.57E+18,"chicago, il",9/22/22 23:02,Dbusch79,,228,52,0,0,"@ReverendWarnock Could be a fair argument, do you hold your fellow party member up in PA to the same standard? if he won't debate Oz more than once is he also not ready for the Senate?"
2774,1.57E+18,"california, usa",9/22/22 23:00,DsOchoa,,5747,5259,79,0,Why picking up seats in 2022 matters so much for Dems is that the 2024 Senate map is BRUTAL for Team Blue. And @therecount's brilliant @stevemorris__ believes the party's best (maybe only) hope lies with @JohnFetterman in PA and @TheOtherMandela in WI. https://t.co/bM7ITGRl6c
2775,1.57E+18,"wilbraham, ma.",9/22/22 22:57,sashakaralou,,1128,417,1730,0,"VICTORY!

Let's win these two ""empty"" seats in the U.S. Senate and build our majority!

Help us register voters and get out the vote for John Fetterman in PA and Tim Ryan in OH!

Chip in $10, $25, $50, $100, $250, $500 or more to win! https://t.co/Z3F4lTLVaa https://t.co/xj2oLNG0Ov"
2776,1.57E+18,,9/22/22 22:55,hendersam2022,,1081,480,1,1,"ANOTHER NEW JERSEY CARPETBAGGER.HE HAS BEEN IN THE PENNSYLVANIA STATE SENATE SINCE 2019 BUT HE STILL VOTED IN NEW JERSEY TILL LAST YEAR.DID HE VOTE IN PENNSYLVANIA TOO? DOESNâ€™T NEW JERSEY HAVE ANY GARBAGE DUMPS? STOP SENDING NJ TRASH TO PA. 
WE LUV JERSEY BUT https://t.co/DYJENRBjUP"
2777,1.57E+18,,9/22/22 22:53,Union_Tpke,,312,3291,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2778,1.57E+18,the shadow realm,9/22/22 22:50,WilPlayedGames,,207,243,10,0,"So Dr. Oz  is running for Pa senateâ€¦.

Anyway remember when my grandma died because she got a blood clot in her intestines? â€¦ because she stopped taking her meds?â€¦because of some shit he said on his show that she got it in her head to stop taking her meds?

Yeah. I blame him."
2779,1.57E+18,"philly / victory corner, spain",9/22/22 22:48,MGImmigration,,530,2047,0,3,Amazing. PA needs two memelords in the Senate. Vote @JohnFetterman https://t.co/Ei79O1DhZh
2780,1.57E+18,,9/22/22 22:47,lukis_john,,691,76,1,0,"@DrOz @BretBaier Thatâ€™s okay, letâ€™s just compare records.

FETTERMAN: Lifelong public servant who has lived in PA forever 
OZ: made a fortune selling bogus cures to desperate people, bilking them of millions of $$$! Took an address in PA only to steal a Senate seat.

@JohnFetterman gets my vote! https://t.co/E7ZSwUiqBS"
2781,1.57E+18,,9/22/22 22:47,RSpacepath,,617,49,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2782,1.57E+18,,9/22/22 22:46,DavidKusnet,,4996,2588,1,1,"In a recent column, George Will accuses Pa. Lt. Gov. &amp; Senate nominee John Fetterman of ""synthetic authenticity."" Back in 2006, I predicted, ""Authenticity is the new eloquence."" #Authentic 
https://t.co/m32DBO4zc5"
2783,1.57E+18," bigcity , pa",9/22/22 22:45,aardizzoia,,4992,1836,4,0,NEWS: new Muhlenberg poll on PA Senate race shows Fetterman with 5 point lead https://t.co/dY4hwn1qci
2784,1.57E+18,,9/22/22 22:45,tenner_david,,12,47,0,0,"@MichaelPeabod11 @Politics_Polls @DataProgress Yet poll averages got GA-06 pretty close in 2017 https://t.co/fibFnlvvAL PA-18 in 2018  https://t.co/fOQYeEOT4x NC-09 in 2019 https://t.co/rLRFANUzs4 etc. and, yes, even Moore v. Jones in AL in 2017.  https://t.co/mcHvX52ok3"
2785,1.57E+18,"gloucester city, nj",9/22/22 22:45,movieluv102781,,2708,341,0,0,"If Dr. Oz doesn't win the PA Senate race, maybe he'll be the next host of #WheelOfFortune, when Pat Sajak retires. #VoteFetterman https://t.co/0DykNGCzm8"
2786,1.57E+18,,9/22/22 22:44,BonsinkDonny,,620,163,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2787,1.57E+18,somewhere,9/22/22 22:44,TNMouth,,1312,2296,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2788,1.57E+18,usa south ,9/22/22 22:43,alicat505,,2483,2805,48,0,"Asked Pat Toomey, the GOP senator from Pa., why he won't say if he'll support Doug Mastriano, his state's GOP gubernatorial nominee.

""I'm focused on the Senate race,"" he said repeatedly. 

Asked if he'd make his position known before November, Toomey told me: â€œWeâ€™ll see."""
2789,1.57E+18,"former moneydesk trader, mba",9/22/22 22:43,Coffeeisforclo1,,632,912,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2790,1.57E+18,"minneapolis, mn",9/22/22 22:41,TMROJ,,486,573,0,1,"There is still a very real possibility that Republicans win back the Senate.  The most plausible path is them holding all but PA but losing GA/NV.  The weaker Barnes, Cortez Masto, &amp; Warnock look, the more likely it is that happens...no matter how much Fetterman &amp; Kelly win by."
2791,1.57E+18,"shenandoah valley, va",9/22/22 22:41,nsunsan22,,468,281,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2792,1.57E+18,,9/22/22 22:41,dumpstercommie,,653,606,10,0,"So Dr. Oz  is running for Pa senateâ€¦.

Anyway remember when my grandma died because she got a blood clot in her intestines? â€¦ because she stopped taking her meds?â€¦because of some shit he said on his show that she got it in her head to stop taking her meds?

Yeah. I blame him."
2793,1.57E+18,,9/22/22 22:37,Brent_Burch,,548,383,36,0,"New Pennsylvania poll: Morning Call/Muhlenberg College

SENATE
Fetterman 49%
Oz 44%

GOVERNOR
Shapiro 53%
Mastriano 42%

https://t.co/D3g85JTQV1"
2794,1.57E+18,,9/22/22 22:35,Coolguy5512,,90,3,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2795,1.57E+18,,9/22/22 22:35,Infinit05105976,,914,1485,1,0,"@filaner05 Chel Diokno, is some parallel universe, kayo ang Senate President. 

Lawd, patawad. Jusko, mamamatay na lang tayong lahat na may Marcos pa rin na ayaw man lang mag-sorry. Buti sana kung kathang isip lang lahat. ANDAMING EBIDENSYA."
2796,1.57E+18,"east coast, usa",9/22/22 22:34,PrettyCGLL,,975,1199,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2797,1.57E+18,"new jersey, usa",9/22/22 22:32,Mahdahnah2,,1916,1503,0,0,"@norcal823 Vote for Shapiro for PA Governor and vote for Fetterman for Senate. 
VOTE BLUE DOWN BALLOT!
#BlueTsunami2022 https://t.co/ERIisLTPLF"
2798,1.57E+18,"bucks county, pa",9/22/22 22:31,BucksDems,,878,1548,2,0,"Mark Moffa will fight to ensure that a womanâ€™s healthcare decisions are between her &amp; her doctor, without interference from Harrisburg politicians. Here he explains what #MAGARepublicans are trying to do with PA Senate Bill 106:  https://t.co/3NOKDwJ8Jp via @TheIntellNews"
2799,1.57E+18,,9/22/22 22:31,RaulieGonzo,,1941,588,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2800,1.57E+18,,9/22/22 22:30,Deborah76480803,,247,16,2,0,"@PalmerReport Please share candidates in competitive Senate races like.
Blue:
@ReverendWarnock GA
@CortezMasto NV
@CaptMarkKelly AZ
@Maggie_Hassan NH
@MichaelBennet CO

Possible Blue:
@TimRyan OH
@TheOtherMandela WI
@JohnFetterman PA
@CheriBeasleyNC NC
@valdemings FL

@PalmerReport ðŸ¤žðŸ¤ž"
2801,1.57E+18,,9/22/22 22:30,Red2Blue_org,,856,881,2,4,"Mark Moffa will fight to ensure that a womanâ€™s healthcare decisions are between her &amp; her doctor, without interference from Harrisburg politicians. Here he explains what #MAGARepublicans are trying to do with PA Senate Bill 106:  https://t.co/3NOKDwJ8Jp via @TheIntellNews"
2802,1.57E+18," bigcity , pa.",9/22/22 22:29,E_RJones,,740,914,11,0,"New Morning Call/Muhlenberg College poll of Pennsylvania: John Fetterman and Mehmet Oz are in a close race for U.S. Senate, while Josh Shapiro holds a wide lead over Doug Mastriano in governor's race. https://t.co/iYcRp8xOHP"
2803,1.57E+18,united states,9/22/22 22:29,ImItAgain1,,1218,564,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2804,1.57E+18,ë‚­ë§œí•­êµ¬ ëª©í¬(romantic port mokpo),9/22/22 22:28,mokpok820,,754,193,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2805,1.57E+18,"si,ny",9/22/22 22:27,msroeromano,,563,348,46,0,"Trump won ruby red Indiana County, PA with 68% of the vote in 2020, but Senate candidate John Fetterman drew over 500 people for a rally on Tuesday at Indiana University. 

Fetterman got it going on! Sorry Oz pack your bags. Youâ€™re going back to NJ!
#OurBlueVoice
#ProudBlue22 https://t.co/Ba25UD92Pu"
2806,1.57E+18,,9/22/22 22:27,Mikebespeckled,,332,723,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2807,1.57E+18,united states,9/22/22 22:27,Phoebe__Elise,,2967,292,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2808,1.57E+18,"princeton, nj",9/22/22 22:27,emmalabizarre,,2261,933,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2809,1.57E+18,,9/22/22 22:26,carol32595476,,847,646,0,0,"@StovBj check this shit out. 
Scoop: Josh Shapiro, the Democrat running for PA governor, has a notable co-host for a fundraiser tonight: Sheryl Bartos â€” wife of Jeff Bartos, a two-time statewide GOP candidate and, more pointedly, the co-chair of Dr. Ozâ€™s Senate campaign."
2810,1.57E+18,"near seattle, wa",9/22/22 22:25,cookingtheresa,,459,603,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2811,1.57E+18,,9/22/22 22:25,nascar_channel,,4995,370,68,0,"Pennsylvania Senate:
Fetterman (D) 49% (+5)
Oz (R) 44%
.
Pennsylvania Governor:
Shapiro (D) 53% (+11)
Mastriano (R) 42%

.@Muhlenberg/@mcall, 420 LV, 9/13-16
https://t.co/kpWYyywS9H"
2812,1.57E+18,,9/22/22 22:25,MrsRachelBowma1,,94,3,0,0,"Pennsylvania Democratic Senate candidate John Fettermanâ€™s campaign says heâ€™ll participate in just one debate.
Fetterman agrees to 1 debate against Oz in Pa. Senate race https://t.co/hZptl77Dhb"
2813,1.57E+18,phl via sfo,9/22/22 22:24,vcmcguire,,1175,2682,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2814,1.57E+18,"atlanta, ga",9/22/22 22:24,Atlantasportguy,,6047,14568,0,2,"Confidence growing that the GOP will hold the Senate after the Midterms now with this now the third poll in a row to have Laxalt in Nevada.

GOP will only have to win one of PA, AZ, or GA to take control. https://t.co/IfH5BpyVQq https://t.co/oeqMme53se"
2815,1.57E+18,,9/22/22 22:24,Abracadaobsi,,2569,830,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2816,1.57E+18,texas & i don't do truetwitðÿ˜œ,9/22/22 22:23,1SnoozyQ,,28159,28800,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2817,1.57E+18,"denver, co",9/22/22 22:22,alexcobell,,1186,925,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2818,1.57E+18,united states,9/22/22 22:20,BrandiLynn4Ever,,5548,5585,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
2819,1.57E+18,,9/22/22 22:19,metaforecast,,1,255,0,0,"Will Mehmet Oz win the 2022 United States Senate election in Pennsylvania? https://t.co/f1cGiJuvcM, also findable on https://t.co/vdmzU0K1YJ https://t.co/QjpPTgIlwH"
2820,1.57E+18,,9/22/22 22:18,Adriana1o5,,707,1541,41,0,"Favorability ratings in the latest Pennsylvania polls in Morning Call: 

Mastriano 31/48
Shapiro 49/31

Oz 29/53 (!)
Fetterman 44/41

https://t.co/u9mTbJQSnk"
