,id,concatenated,created_at,username,,following,followers,retweetcount,favorite,text,location
1412,1.57E+18,"@seanhannity @DrOz @JohnFetterman This is WHY @seanhannity is trying to influence this election. He knows things are not looking good for @DrOz. https://t.co/VqVr4PvXw6phoenix, az",9/24/22 4:06,becMA_,,3927,3749,17,0,@seanhannity @DrOz @JohnFetterman This is WHY @seanhannity is trying to influence this election. He knows things are not looking good for @DrOz. https://t.co/VqVr4PvXw6,"phoenix, az"
1413,1.57E+18,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYKherndon, va",9/24/22 4:05,hanksteen,,70,83,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK","herndon, va"
1414,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 4:02,Fettermeme,,31,234,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1415,1.57E+18,@seanhannity @DrOz No one cares how oz reacts to anything except the door that hits him in the rear as he goes back to New Jersey where he lives. HeÃ¢â‚¬â„¢s a fraud and the voters of Pa will NEVER VOTE FOR HIM AS HE SUPPORTS A TOTAL BAN ON ABORTION Vote John Fetterman Senate in Pennsylvania!!,9/24/22 4:02,gtvlad,,1269,59,0,1,@seanhannity @DrOz No one cares how oz reacts to anything except the door that hits him in the rear as he goes back to New Jersey where he lives. HeÃ¢â‚¬â„¢s a fraud and the voters of Pa will NEVER VOTE FOR HIM AS HE SUPPORTS A TOTAL BAN ON ABORTION Vote John Fetterman Senate in Pennsylvania!!,
1416,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaOdc-md-va area",9/24/22 4:01,AliAdair22,,34335,36549,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",dc-md-va area
1417,1.57E+18,@JohnFetterman https://t.co/6E1T5oq4tjunited states,9/24/22 4:00,Flwrsmom96,,686,150,1,0,@JohnFetterman https://t.co/6E1T5oq4tj,united states
1418,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 3:58,krzykrzy10,,318,50,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1419,1.57E+18,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kpunited states",9/24/22 3:57,LKHTexas,,1868,4182,10,0,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kp",united states
1420,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 3:57,EmpressLibra25,,350,107,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1421,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 3:56,phendricks71,,6035,5864,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1422,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaOchicago, il",9/24/22 3:54,ChiNorth55,,4974,3886,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO","chicago, il"
1423,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaOel dorado, ks",9/24/22 3:52,catjando,,1505,1324,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO","el dorado, ks"
1424,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaOkansas",9/24/22 3:52,Anneinthemiddle,,335,263,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",kansas
1425,1.57E+18,"@nabunturanguy Success ba 'yong habang nagbibigay si PBBM ng speech sa UNGA, iniwanan ng karamihan at kung may nagtiyagang patuloy na nakaupo hindi naman nakikinig? Kailangan pa  bang magsinungaling para palakas nakuha mo naman ang Senate Pres. position.",9/24/22 3:50,melmonra,,1564,1312,1,7,"@nabunturanguy Success ba 'yong habang nagbibigay si PBBM ng speech sa UNGA, iniwanan ng karamihan at kung may nagtiyagang patuloy na nakaupo hindi naman nakikinig? Kailangan pa  bang magsinungaling para palakas nakuha mo naman ang Senate Pres. position.",
1426,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 3:50,FaitsDebbie,,2843,2896,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1427,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.grand rapids, mi",9/24/22 3:49,Cherib1965,,3498,4171,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.","grand rapids, mi"
1428,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 3:44,Disrupt_Corrupt,,313,12296,154,0,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1429,1.57E+18,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",9/24/22 3:44,Disrupt_Corrupt,,313,12296,154,211,"Oz is dangerous for women.  
Oz is dangerous for PA.  
Oz is a Trumper.
Even if he lived in PA he would suck.

Fetterman needs your help!

Help us GOTV for Fetterman to increase Senate seats &amp; codify Roe!

Chip in $10, $25, $50, $100, $250, $500 or more: 
https://t.co/Z3F4lTLVaa https://t.co/Ya7kgJgeaO",
1430,1.57E+18,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYKhouston, tx",9/24/22 3:44,HalGailey,,766,236,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK","houston, tx"
1431,1.57E+18,"@hollywilcox @davidhogg111 Do not be so sure!  Rs only need 6 more seats to flip House (not hard to do, esp. w/gerrymandering).  Predictit puts R majority in House at 75% odds.  Average prediction is pick-up of 15 seats.  I think Ds lose GA, NV, AZ, WI, NC, OH, and FL (but win PA) to lose Senate. We'll see https://t.co/Mp0sTI4J15",9/24/22 3:43,JohnathonRowle1,,36,5,2,19,"@hollywilcox @davidhogg111 Do not be so sure!  Rs only need 6 more seats to flip House (not hard to do, esp. w/gerrymandering).  Predictit puts R majority in House at 75% odds.  Average prediction is pick-up of 15 seats.  I think Ds lose GA, NV, AZ, WI, NC, OH, and FL (but win PA) to lose Senate. We'll see https://t.co/Mp0sTI4J15",
1432,1.57E+18,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kpphoenix",9/24/22 3:41,Pr260,,11861,10845,10,0,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kp",phoenix
1433,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.laguna hills, ca",9/24/22 3:41,SunilKumarAus,,1062,3426,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.","laguna hills, ca"
1434,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.jupiter, fl",9/24/22 3:41,ChadHar41120879,,289,58,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.","jupiter, fl"
1435,1.57E+18,https://t.co/rmrlaHnYyq,9/24/22 3:40,ambulsiva,,0,21,0,0,https://t.co/rmrlaHnYyq,
1436,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.worldwide",9/24/22 3:37,desmoochie,,318,31,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",worldwide
1437,1.57E+18,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYKsun city, az",9/24/22 3:36,lvliberty,,4261,5845,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK","sun city, az"
1438,1.57E+18,"Letter to the editor: How can Josh Shapiro claim to be supportive of parents and school choice, while he spent so much time defending the very mandates that devastated childrenÃ¢â‚¬â„¢s academic achievement and mental well-being?
https://t.co/6cTmnIffFi",9/24/22 3:35,lisalunu,,2629,692,10,0,"Letter to the editor: How can Josh Shapiro claim to be supportive of parents and school choice, while he spent so much time defending the very mandates that devastated childrenÃ¢â‚¬â„¢s academic achievement and mental well-being?
https://t.co/6cTmnIffFi",
1439,1.57E+18,"Letter to the editor: How can Josh Shapiro claim to be supportive of parents and school choice, while he spent so much time defending the very mandates that devastated childrenÃ¢â‚¬â„¢s academic achievement and mental well-being?
https://t.co/6cTmnIffFinew  smalltown ",9/24/22 3:35,WSJopinion,,159,131278,10,22,"Letter to the editor: How can Josh Shapiro claim to be supportive of parents and school choice, while he spent so much time defending the very mandates that devastated childrenÃ¢â‚¬â„¢s academic achievement and mental well-being?
https://t.co/6cTmnIffFi",new  smalltown 
1440,1.57E+18,"It is some kind of crazy

I've been getting texts and multiple emails begging me to go to the rally

I'm sure they'll be a crowd. They're saying all hands in deck.

How do you ignore Philly across 2 PA Senate runs? @JuliaTerruso @JonathanTamari 

An unforgivable campaign slip https://t.co/NndIW9UDkQpennsylvania, usa",9/24/22 3:31,OnTaskDemocrat,,694,565,0,1,"It is some kind of crazy

I've been getting texts and multiple emails begging me to go to the rally

I'm sure they'll be a crowd. They're saying all hands in deck.

How do you ignore Philly across 2 PA Senate runs? @JuliaTerruso @JonathanTamari 

An unforgivable campaign slip https://t.co/NndIW9UDkQ","pennsylvania, usa"
1441,1.57E+18,@Sultan4Oz Red PA for Senate and Gov!havertown pa,9/24/22 3:29,Christina_1776,,1064,548,0,1,@Sultan4Oz Red PA for Senate and Gov!,havertown pa
1442,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 3:27,pkfn4lf5912,,82,39,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1443,1.57E+18,"@RpsAgainstTrump @cherylo517 Elect a true Pennsylvanian to the US Senate PA!!! And send Dr Oz back to New Jersey!!! https://t.co/jXvNJJDjHQraleigh, nc",9/24/22 3:23,LadyDi77245183,,34,24,6,0,@RpsAgainstTrump @cherylo517 Elect a true Pennsylvanian to the US Senate PA!!! And send Dr Oz back to New Jersey!!! https://t.co/jXvNJJDjHQ,"raleigh, nc"
1444,1.57E+18,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kparizona, usa",9/24/22 3:22,azredsoxfan65,,5000,3868,10,0,"@JohnFetterman has been a champion of The Union Way of Life. 
He'll ALWAYS fight for PÃƒâ‚¬'s workers.

Congrats on his recent endorsement by PA Building Trades!

Please support his Senate campaign-he is what PA needs!

#MobilizeForMidterms #DemCastPA #OneV1 

https://t.co/iEPzjR91kp","arizona, usa"
1445,1.57E+18,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",9/24/22 3:16,ateacher97,,10020,11095,1861,0,"We are going to flip these 5 seats to increase our Democratic majority in the U.S. Senate:

Tim Ryan (OH)
John Fetterman (PA)
Cheri Beasley (NC)
Val Demings (FL)
Mandela Barnes (WI)

Chip in $10, $25, $50, $100 or more to support our grassroots efforts: https://t.co/Z3F4lTLVaa https://t.co/qPBmNQKKDY",
1446,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 3:16,Parislover42,,312,105,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1447,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 3:15,SteelerConserv1,,11,6,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1448,1.57E+18,"Posobiec backed Sean Parnell in this year's PA GOP Senate primary (he dropped out after his wife accused him of abusing her and their children). Kathy Barnette was Jack's backup choice. Dave McCormick was his safety pick (even Bannon had him on the War Room). 

Dr. Oz won anyway. https://t.co/EMG0Cf3GwL",9/24/22 3:13,earthyfeel,,247,161,11,0,"Posobiec backed Sean Parnell in this year's PA GOP Senate primary (he dropped out after his wife accused him of abusing her and their children). Kathy Barnette was Jack's backup choice. Dave McCormick was his safety pick (even Bannon had him on the War Room). 

Dr. Oz won anyway. https://t.co/EMG0Cf3GwL",
1449,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.ocala, fl",9/24/22 3:08,Paulaubin111,,22,92,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.","ocala, fl"
1450,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 3:08,Starstorm789,,185,92,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1451,1.57E+18,"@JacobWindrix @JohnFetterman Fun fact: Oz loaned his campaign $14 million of his own money. So when someone donates to Oz the money goes to paying him back for his foolish decision to run for the Senate in PA, even though he really lives in NJ.united states",9/24/22 3:07,revcarlag,,264,160,5,0,"@JacobWindrix @JohnFetterman Fun fact: Oz loaned his campaign $14 million of his own money. So when someone donates to Oz the money goes to paying him back for his foolish decision to run for the Senate in PA, even though he really lives in NJ.",united states
1452,1.57E+18,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK",9/24/22 3:06,Rlohr5,,1223,880,1003,0,"PA Democrat John Fetterman has a long history of not paying taxes. Dozens of liens. More than $25k owed. Big supporter of public schools, but school district had to sue him for unpaid tax bills. From 2016: https://t.co/lILw5q7kOH  And today: https://t.co/8ehWpWsYYK",
1453,1.57E+18,"House Projections: Sep 23
House: GOP +4.5-5.5%
Seats gained: 33-45 (Expected: 37 seats
 
Senate Projections: Sep 23
Senate: GOP 2-4 seat gain (Expected: 3 seats)
AZ: R (+1 Masters) 
GA: R
NH: D
NV: R 
OH: R
PA: D (+2 Fetterman)",9/24/22 3:06,gergneslo1,,346,98,17,0,"House Projections: Sep 23
House: GOP +4.5-5.5%
Seats gained: 33-45 (Expected: 37 seats
 
Senate Projections: Sep 23
Senate: GOP 2-4 seat gain (Expected: 3 seats)
AZ: R (+1 Masters) 
GA: R
NH: D
NV: R 
OH: R
PA: D (+2 Fetterman)",
1454,1.57E+18,"Fuck it, move one of North DakotaÃ¢â‚¬â„¢s Senate seats to PA. https://t.co/7wWeO4yaDjatlanta, ga",9/24/22 3:03,kablackquois,,1800,689,0,4,"Fuck it, move one of North DakotaÃ¢â‚¬â„¢s Senate seats to PA. https://t.co/7wWeO4yaDj","atlanta, ga"
1455,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.right here.",9/24/22 3:02,emilylodge007,,229,40,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",right here.
1456,1.57E+18,@seanhannity @DrOz @JohnFetterman This is WHY @seanhannity is trying to influence this election. He knows things are not looking good for @DrOz. https://t.co/VqVr4PvXw6,9/24/22 3:01,ReparSandra,,912,1580,17,0,@seanhannity @DrOz @JohnFetterman This is WHY @seanhannity is trying to influence this election. He knows things are not looking good for @DrOz. https://t.co/VqVr4PvXw6,
1457,1.57E+18,"House Projections: Sep 23
House: GOP +4.5-5.5%
Seats gained: 33-45 (Expected: 37 seats
 
Senate Projections: Sep 23
Senate: GOP 2-4 seat gain (Expected: 3 seats)
AZ: R (+1 Masters) 
GA: R
NH: D
NV: R 
OH: R
PA: D (+2 Fetterman)",9/24/22 3:00,Twopointoh14,,211,256,17,0,"House Projections: Sep 23
House: GOP +4.5-5.5%
Seats gained: 33-45 (Expected: 37 seats
 
Senate Projections: Sep 23
Senate: GOP 2-4 seat gain (Expected: 3 seats)
AZ: R (+1 Masters) 
GA: R
NH: D
NV: R 
OH: R
PA: D (+2 Fetterman)",
1458,1.57E+18,"Ã¢Â­ÂFlippable Five! US Senate 
@TimRyan(OH) 
@JohnFetterman (PA)
@CheriBeasleyNC(NC) 
@valdemings(FL) 
@TheOtherMandela (WI)
All have tried &amp; proven professional records. TheyÃ¢â‚¬â„¢re the BEST for America. 

Out-of-starters can help Ã¢Â¬â€¡Ã¯Â¸Â
https://t.co/mwEvx3uRYw
#DemVoice1 #ONEV1 #BlueDot https://t.co/8nbGe2WQp8chicago, il",9/24/22 2:59,ElectBlue2022,,83805,76740,28,0,"Ã¢Â­ÂFlippable Five! US Senate 
@TimRyan(OH) 
@JohnFetterman (PA)
@CheriBeasleyNC(NC) 
@valdemings(FL) 
@TheOtherMandela (WI)
All have tried &amp; proven professional records. TheyÃ¢â‚¬â„¢re the BEST for America. 

Out-of-starters can help Ã¢Â¬â€¡Ã¯Â¸Â
https://t.co/mwEvx3uRYw
#DemVoice1 #ONEV1 #BlueDot https://t.co/8nbGe2WQp8","chicago, il"
1459,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.las vegas",9/24/22 2:59,sigstarget,,14874,13686,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",las vegas
1460,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",9/24/22 2:58,Albert__Priada,,86,7,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",
1461,1.57E+18,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.exandria",9/24/22 2:57,PaulRaiiin15,,122,109,417,0,"ALL EYES ON PENNSYLVANIA: Voters are asking PA Democratic candidate John Fetterman to release his medical records following his stroke. TONIGHT on ""Hannity,"" PA GOP Senate candidate @DrOz will react.",exandria
1462,1.57E+18,"@seanhannity @DrOz Hannity is multitasking tonight - 1) trying to imply that Hunter BidenÃ¢â‚¬â„¢s private aquatic life is somehow pertinent to US politics - and 2) trying to breathe life into the futile PA senate campaign of a rich Trump-endorsed corpse from New JerseyÃ¢â‚¬Â¦(er..or possibly, Turkey or FLnorth america",9/24/22 2:56,IoannesVictor,,687,405,0,7,"@seanhannity @DrOz Hannity is multitasking tonight - 1) trying to imply that Hunter BidenÃ¢â‚¬â„¢s private aquatic life is somehow pertinent to US politics - and 2) trying to breathe life into the futile PA senate campaign of a rich Trump-endorsed corpse from New JerseyÃ¢â‚¬Â¦(er..or possibly, Turkey or FL",north america
